macrepo		dcterms:title	dcterms:creator	dcterms:subject	dcterms:description	dcterms:publisher	dcterms:date	dcterms:type	dcterms:format	dcterms:identifier	dcterms:language	dcterms:coverage	dcterms:rights	dcterms:format	dcterms:format	dcterms:identifier	dcterms:coverage																																																																																																																							dcterms:subject																									dcterms:contributor																				TIFF_URL	JP2000_URL	dcterms:relation
8788		Sore Mont-de-Marsan	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1944	Topographic maps	63 x 97 cm.	macrepo:8788	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Sore, Mont-de-Marsan																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8788/datastream/OBJ/macrepo%3A8788.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8788/datastream/JP2/macrepo%3A8788.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8788
8791		Brest Douarnenez	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1944	Topographic maps	74 x 88 cm.	macrepo:8791	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Brest, Douarnenez																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8791/datastream/OBJ/macrepo%3A8791.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8791/datastream/JP2/macrepo%3A8791.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8791
8792		St Brieuc-Loudéac	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1944	Topographic maps	95 x 77 cm.	macrepo:8792	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Saint-Brieuc, Loudéac																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8792/datastream/OBJ/macrepo%3A8792.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8792/datastream/JP2/macrepo%3A8792.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8792
8793		Bar-sur-Seine-Tonnerre	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1944	Topographic maps	65 x 80 cm.	macrepo:8793	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Bar-sur-Seine, Tonnerre																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8793/datastream/OBJ/macrepo%3A8793.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8793/datastream/JP2/macrepo%3A8793.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8793
8794		Rodez	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	63 x 82 cm.	macrepo:8794	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Rodez																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8794/datastream/OBJ/macrepo%3A8794.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8794/datastream/JP2/macrepo%3A8794.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8794
8795		Lons-le-Saunier	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	66 x 82 cm.	macrepo:8795	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Lons-le-Saunier																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8795/datastream/OBJ/macrepo%3A8795.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8795/datastream/JP2/macrepo%3A8795.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8795
8796		Le Mans-St Calais	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1944	Topographic maps	66 x 79 cm.	macrepo:8796	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Le Mans, Saint-Calais																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8796/datastream/OBJ/macrepo%3A8796.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8796/datastream/JP2/macrepo%3A8796.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8796
8797		Carcassonne	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	62 x 81 cm.	macrepo:8797	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Carcassonne																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8797/datastream/OBJ/macrepo%3A8797.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8797/datastream/JP2/macrepo%3A8797.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8797
8798		Lyon	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	64 x 82 cm.	macrepo:8798	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Lyon																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8798/datastream/OBJ/macrepo%3A8798.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8798/datastream/JP2/macrepo%3A8798.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8798
8799		Limoges	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	63 x 81 cm.	macrepo:8799	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Limoges																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8799/datastream/OBJ/macrepo%3A8799.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8799/datastream/JP2/macrepo%3A8799.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8799
8800		Grenoble	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	64 x 81 cm.	macrepo:8800	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Grenoble																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8800/datastream/OBJ/macrepo%3A8800.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8800/datastream/JP2/macrepo%3A8800.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8800
8801		Mende	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	63 x 82 cm.	macrepo:8801	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Mende																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8801/datastream/OBJ/macrepo%3A8801.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8801/datastream/JP2/macrepo%3A8801.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8801
8802		Caen-Falaise	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	77 x 80 cm.	macrepo:8802	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Caen, Falaise																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8802/datastream/OBJ/macrepo%3A8802.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8802/datastream/JP2/macrepo%3A8802.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8802
8803		Pontivy-Vannes	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1944	Topographic maps	64 x 80 cm.	macrepo:8803	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Pontivy, Vannes																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8803/datastream/OBJ/macrepo%3A8803.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8803/datastream/JP2/macrepo%3A8803.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8803
8804		Aurillac	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	63 x 82 cm.	macrepo:8804	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Aurillac																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8804/datastream/OBJ/macrepo%3A8804.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8804/datastream/JP2/macrepo%3A8804.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8804
8805		Les Pieux-Guernsey	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 2nd ed.	[London]: War Office	1943	Topographic maps	63 x 90 cm.	macrepo:8805	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Les Pieux, Guernsey																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8805/datastream/OBJ/macrepo%3A8805.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8805/datastream/JP2/macrepo%3A8805.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8805
8806		Dax-Orthez	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1944	Topographic maps	66 x 84 cm.	macrepo:8806	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Dax, Orthez																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8806/datastream/OBJ/macrepo%3A8806.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8806/datastream/JP2/macrepo%3A8806.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8806
8807		Evron La-Flèche	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1944	Topographic maps	65 x 79 cm.	macrepo:8807	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Évron, La Flèche																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8807/datastream/OBJ/macrepo%3A8807.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8807/datastream/JP2/macrepo%3A8807.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8807
8808		Bergerac	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	64 x 82 cm.	macrepo:8808	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Bergerac																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8808/datastream/OBJ/macrepo%3A8808.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8808/datastream/JP2/macrepo%3A8808.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8808
8809		Meaux-Provins	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1944	Topographic maps	91 x 78 cm	macrepo:8809	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Meaux, Provins																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8809/datastream/OBJ/macrepo%3A8809.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8809/datastream/JP2/macrepo%3A8809.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8809
8810		Bar-le-Duc-Wassy	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1944	Topographic maps	92 x 77 cm.	macrepo:8810	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Bar-le-Duc, Wassy																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8810/datastream/OBJ/macrepo%3A8810.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8810/datastream/JP2/macrepo%3A8810.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8810
8811		Prades	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	65 x 82 cm.	macrepo:8811	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Prades																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8811/datastream/OBJ/macrepo%3A8811.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8811/datastream/JP2/macrepo%3A8811.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8811
8812		Laval Chateau-Gontier	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1944	Topographic maps	64 x 80 cm.	macrepo:8812	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Laval, Château-Gontier																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8812/datastream/OBJ/macrepo%3A8812.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8812/datastream/JP2/macrepo%3A8812.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8812
8813		Privas	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	64 x 86 cm.	macrepo:8813	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Privas																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8813/datastream/OBJ/macrepo%3A8813.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8813/datastream/JP2/macrepo%3A8813.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8813
8814		Beaune	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	66 x 82 cm.	macrepo:8814	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Beaune																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8814/datastream/OBJ/macrepo%3A8814.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8814/datastream/JP2/macrepo%3A8814.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8814
8815		Bourges	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	66 x 82 cm.	macrepo:8815	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Bourges																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8815/datastream/OBJ/macrepo%3A8815.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8815/datastream/JP2/macrepo%3A8815.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8815
8816		Montbrison	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed. Stamped on upper right corner: Emergency edition, May 1944.	[London]: War Office	1943	Topographic maps	63 x 82 cm.	macrepo:8816	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Montbrison																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8816/datastream/OBJ/macrepo%3A8816.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8816/datastream/JP2/macrepo%3A8816.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8816
8817		Quiberon Belle-Ile-en-Mer	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1944	Topographic maps	66 x 88 cm.	macrepo:8817	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Quiberon, Belle-Ile-en-Mer																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8817/datastream/OBJ/macrepo%3A8817.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8817/datastream/JP2/macrepo%3A8817.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8817
8818		Lisieux-Bernay	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	64 x 79 cm.	macrepo:8818	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Lisieux, Bernay																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8818/datastream/OBJ/macrepo%3A8818.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8818/datastream/JP2/macrepo%3A8818.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8818
8819		Montbéliard Ornans	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	66 x 107 cm.	macrepo:8819	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Montbéliard, Ornans																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8819/datastream/OBJ/macrepo%3A8819.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8819/datastream/JP2/macrepo%3A8819.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8819
8820		Gourdon	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	63 x 83 cm.	macrepo:8820	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Gourdon																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8820/datastream/OBJ/macrepo%3A8820.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8820/datastream/JP2/macrepo%3A8820.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8820
8821		Châtellerault	Great Britain. War Office. General Staff. Geographical Section.			[London]: War Office	1943	Topographic maps	65 x 81 cm.	macrepo:8821	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Châtellerault																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8821/datastream/OBJ/macrepo%3A8821.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8821/datastream/JP2/macrepo%3A8821.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8821
8822		Loudun-Bressuire	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1944	Topographic maps	64 x 81 cm.	macrepo:8822	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Loudun, Bressuire																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8822/datastream/OBJ/macrepo%3A8822.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8822/datastream/JP2/macrepo%3A8822.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8822
8823		Abbeville-Dieppe	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1944	Topographic maps	63 x 87 cm.	macrepo:8823	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Abbeville, Dieppe																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8823/datastream/OBJ/macrepo%3A8823.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8823/datastream/JP2/macrepo%3A8823.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8823
8824		Foix	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	62 x 81 cm.	macrepo:8824	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Foix																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8824/datastream/OBJ/macrepo%3A8824.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8824/datastream/JP2/macrepo%3A8824.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8824
8825		St Jean Pied de Port Banca	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1944	Topographic maps	46 x 67 cm.	macrepo:8825	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Saint-Jean-Pied-de-Port, Banca																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8825/datastream/OBJ/macrepo%3A8825.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8825/datastream/JP2/macrepo%3A8825.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8825
8826		Le Havre Pont-Audemer	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	71 x 81 cm.	macrepo:8826	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Le Havre, Pont-Audemer																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8826/datastream/OBJ/macrepo%3A8826.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8826/datastream/JP2/macrepo%3A8826.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8826
8827		Lodève	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	63 x 81 cm.	macrepo:8827	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Lodève																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8827/datastream/OBJ/macrepo%3A8827.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8827/datastream/JP2/macrepo%3A8827.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8827
8828		Die	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	64 x 83 cm.	macrepo:8828	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Die																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8828/datastream/OBJ/macrepo%3A8828.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8828/datastream/JP2/macrepo%3A8828.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8828
8829		Clermont-Ferrand	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	64 x 82 cm.	macrepo:8829	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Clermont-Ferrand																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8829/datastream/OBJ/macrepo%3A8829.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8829/datastream/JP2/macrepo%3A8829.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8829
8830		Angoulême	Great Britain. War Office. General Staff. Geographical Section.	Topographic maps		[London]: War Office	1943	topographic map	62 x 84 cm.	macrepo:8830	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Angoulême																																																																																																																							Topographic maps--France																																													https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8830/datastream/OBJ/macrepo%3A8830.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8830/datastream/JP2/macrepo%3A8830.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8830
8831		Alençon-Mayenne	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1944	Topographic maps	64 x 80 cm.	macrepo:8831	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Alençon, Mayenne																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8831/datastream/OBJ/macrepo%3A8831.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8831/datastream/JP2/macrepo%3A8831.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8831
8832		Niort	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1943	Topographic maps	65 x 83 cm.	macrepo:8832	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Niort																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8832/datastream/OBJ/macrepo%3A8832.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8832/datastream/JP2/macrepo%3A8832.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8832
8833		Chaumont-Chatillon-sur-Seine	Great Britain. War Office. General Staff. Geographical Section.		GSGS (Series); 4249. 1st ed.	[London]: War Office	1944	Topographic maps	65 x 80 cm.	macrepo:8833	eng	France	Copyright, public domain:  McMaster University owns the rights to the archival copy of the digital image in TIFF format.	map	image/tif		Europe--France--Chaumont, Châtillon-sur-Seine																																																																																																																																																																				https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8833/datastream/OBJ/macrepo%3A8833.tiff	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8833/datastream/JP2/macrepo%3A8833.jp2	https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A8833
